,v1,v2,norm_text
3082,ham,K..k:)how about your training process?,k k:)how training process
3083,ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,ok lor ne 2 toa payoh 4 2 return smth u wan 2 send wat
3084,ham,In da car park ,da car park
3085,ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,wish hold tightly make important mean need life
3086,ham,So i asked how's anthony. Dad. And your bf,ask anthony dad bf
3087,ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",wnevr wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb-
3088,ham,What Today-sunday..sunday is holiday..so no work..,today sunday sunday holiday work
3089,ham,Am going to take bath ill place the key in window:-),go bath ill place key window:-
3090,spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,lord ring return king store now!reply lotr 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate reply stop end txts
3091,ham,"Dear, take care. I am just reaching home.love u a lot.",dear care reach home.love u lot
3092,ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,staff.science.nus.edu.sg/~phyhcmk teaching pc1323
3093,ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,emigrate ok maybe 5.30 bit hopeful
3094,ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,olol print forum post guy exact   prob fix gpu replacement hopefully not ignore
3095,ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,walk mom right stagwood pass right winterstone leave victor hill address lt;#&gt
3096,ham,"Yo, you at jp and hungry like a mofo?",yo jp hungry like mofo
3097,ham,This is all just creepy and crazy to me.,creepy crazy
3098,ham,Ok... I din get ur msg...,ok din ur msg
3099,ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,tessy pls favor pls convey birthday wish nimya pls dnt forget today birthday shijas
3100,ham,Pathaya enketa maraikara pa',pathaya enketa maraikara pa
3101,ham,Even if he my friend he is a priest call him now,friend priest
3102,ham,"U so lousy, run already come back then half dead... Hee...",u lousy run come half dead hee
3103,ham,That's y i said it's bad dat all e gals know u... Wat u doing now?,y say bad dat e gal know u wat u
3104,ham,Or remind me in a few hrs.,remind hrs
3105,ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",hope send message rent not reserve completely go loan need hope balance   lt;#&gt way till mid march hope pay
3106,ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,hi happy new year not mean intrude pls let know tuition pay semester semester thank
3107,ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,hello hun ru way be good 2 date guy meet walkabout far meet soon s
3108,ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,lol go to month cash leave lt;#&gt case collect week cause announce blog
3109,spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,good luck draw take place 28th feb 06 good luck removal send stop 87239 customer service 08708034412
3110,ham,Short But Cute : \ Be a good person ,short cute good person
3111,ham,Just haven't decided where yet eh ?,decide eh
3112,ham,"Wat time liao, where still got.",wat time liao get
3113,ham,Yes watching footie but worried we're going to blow it - Phil Neville?,yes watch footie worry go blow phil neville
3114,ham,I wait 4 Ì_ inside da car park...,wait 4 ì inside da car park
3115,ham,Uncle Abbey! Happy New Year. Abiola,uncle abbey happy new year abiola
3116,ham,Now am free call me pa.,free pa
3117,ham,R u saying i should re order the slippers cos i had to pay for returning it.,r u say order slipper cos pay return
3118,ham,Stop knowing me so well!,stop know
3119,ham,Good evening! this is roger. How are you?,good evening roger
3120,ham,Small problem in auction:)punj now asking tiwary,small problem auction:)punj ask tiwary
3121,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,free entry 2 weekly comp chance win ipod txt pod 80182 entry std txt rate t&c apply 08452810073 detail 18 +
3122,ham,He telling not to tell any one. If so treat for me hi hi hi,tell tell treat hi hi hi
3123,ham,My uncles in Atlanta. Wish you guys a great semester.,uncle atlanta wish guy great semester
3124,spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,1st wk free gr8 tone str8 2 u wk txt nokia 8007 classic nokia tone hit 8007 polys nokia/150p poly/200p 16 +
3125,ham,U coming 2 pick me?,u come 2 pick
3126,ham,Thats cool. i liked your photos. You are very sexy!,s cool like photo sexy
3127,ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,u fuckin believe not know thurs pre book cancel need b sack
3128,ham,"Haha better late than ever, any way I could swing by?",haha better late way swing
3129,ham,Ok. But i finish at 6.,ok finish 6
3130,spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",lookatme thank purchase video clip lookatme charge 35p think better send video mmsto 32323
3131,ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,bar b q store life!?this twat orange dungerees come ask want decking get punch
3132,ham,So no messages. Had food?,message food
3133,ham,Ok going to sleep. Hope i can meet her.,ok go sleep hope meet
3134,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,wat make people dear de happiness dat u feel u meet de pain u feel u miss dem
3135,ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,let know detail fri u find cos tom fri mentionne chinese thank
3136,ham,You're right I have now that I think about it,right think
3137,ham,Wat r u doing now?,wat r u
3138,ham,Is ur lecture over?,ur lecture
3139,spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,sexy sexy cum text be wet warm ready porn u fun msg free recd msgs 150p inc vat 2 cancel text stop
3140,ham,Customer place i will call you,customer place
3141,ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,plan go join company jan 5 only.don know happen
3142,ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano;-
3143,ham,"Haha I heard that, text me when you're around",haha hear text
3144,ham,I.ll get there tomorrow and send it to you,i.ll tomorrow send
3145,ham,\SHIT BABE.. THASA BIT MESSED UP.YEH,\shit babe thasa bite messed up.yeh
3146,ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,oh s late good night u tomorrow iam go sleep night night
3147,ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",\cheers u tex mecause u werebored yeah okden hunny r uin wk sat?soundåõs likeyour have gr8fun j updat countinlots loveme xxxxx.\
3148,ham,"Sorry,  in meeting I'll call you later",sorry   meeting later
3149,ham,Yo! Howz u? girls never rang after india. L,yo howz u girl ring india l
3150,ham,Yeah but which is worse for i,yeah bad
3151,spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,hard live 121 chat 60p min choose girl connect live 09094646899 cheap chat uk big live service vu bcm1896wc1n3xx
3152,ham,I tagged MY friends that you seemed to count as YOUR friends.,tag friend count friend
3153,spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,hear u4 4 rude chat private line 01223585334 cum wan 2c pic gettin shag text pix 8552 2end send stop 8552 sam xxx
3154,ham,Ok...,ok
3155,ham,Long time. You remember me today.,long time remember today
3156,ham,Havent shopping now lor i juz arrive only,not shop lor juz arrive
3157,ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,thank u. better work cause feel
3158,ham,Are you up for the challenge? I know i am :),challenge know
3159,ham,How much did ur hdd casing cost.,ur hdd casing cost
3160,ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,mystery solve open email send batch sweetie
3161,ham,I can't describe how lucky you are that I'm actually awake by noon,describe lucky actually awake noon
3162,spam,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,2nd time try contact u. u win å£1450 prize claim 09053750005 b4 310303 t&cs stop sms 08718725756 140ppm
3163,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",today sorry day angry misbehave hurt plz plz slap urself bcoz ur fault basically good
3164,ham,Cheers for the card ... Is it that time of year already?,cheer card time year
3165,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 k
3166,ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",people msgs think iam addicted msge wrong bcoz don\'t know iam addicted sweet friend bslvyl
3167,ham,Ugh hopefully the asus ppl dont randomly do a reformat.,ugh hopefully asus ppl not randomly reformat
3168,ham,"Haven't seen my facebook, huh? Lol!",see facebook huh lol
3169,ham,"Mah b, I'll pick it up tomorrow",mah b pick tomorrow
3170,ham,Still otside le..u come 2morrow maga..,otside le u come 2morrow maga
3171,ham,Do u still have plumbers tape and a wrench we could borrow?,u plumber tape wrench borrow
3172,spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",dear voucher holder claim week offer pc http://www.e tlp.co.uk reward ts&cs apply
3173,ham,It vl bcum more difficult..,vl bcum difficult
3174,spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,ur going 2 bahamas callfreefone 08081560665 speak live operator claim bahamas cruise ofå£2000 cash 18+only opt txt x 07786200117
3175,ham,Havent still waitin as usual... ÌÏ come back sch oredi?,not waitin usual ìï come sch oredi
3176,ham,In meeting da. I will call you,meeting da
3177,ham,K k :-):-) then watch some films.,k k watch film
3178,ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,cinema plus drink appeal tomo fr thriller director like mac 8.30
3179,ham,There the size of elephant tablets & u shove um up ur ass!!,size elephant tablet u shove um ur ass
3180,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",people special sight remain special till sight maintain till life end cr da
3181,ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",parent kidz friend n colleague scream surprise wait sofa naked
3182,ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. ,dunno juz askin cos get card get 20 4 salon call hair sense tot da ì cut ur hair
3183,ham,Good morning pookie pie! Lol hope I didn't wake u up,good morning pookie pie lol hope wake u
3184,ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,maybe wake fucking 3 problem
3185,ham,Happy birthday to you....dear.with lots of love.rakhesh NRI,happy birthday dear.with lot love.rakhesh nri
3186,ham,Howz that persons story,howz person story
3187,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",2nd time try 2 contact u. u win 750 pound prize 2 claim easy 08712101358 10p min bt national rate
3188,ham,X2  &lt;#&gt; . Are you going to get that,x2   lt;#&gt go
3189,ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning,hi neva worry bout da truth coz truth lead 2 ur heart itåõs unique person like u deserve sleep tight morning
3190,spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,ur award city break win å£200 summer shopping spree wk txt store 88039.skilgme.tscs087147403231winawk!age16+å£1.50perwksub
3191,ham,Is ur paper today in e morn or aft?,ur paper today e morn aft
3192,ham,I will lick up every drop :) are you ready to use your mouth as well?,lick drop ready use mouth
3193,ham,And you! Will expect you whenever you text! Hope all goes well tomo ,expect text hope go tomo
3194,ham,Great. P diddy is my neighbor and comes for toothpaste every morning,great p diddy neighbor come toothpaste morning
3195,ham,"I av a new number,  . Wil u only use this one,ta.",av new number   wil u use ta
3196,ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,poke man everyday teach canada abi say hi
3197,ham,7 lor... Change 2 suntec... Wat time u coming?,7 lor change 2 suntec wat time u come
3198,ham,No de.am seeing in online shop so that i asked.,de.am see online shop ask
3199,ham,Just curious because my cuz asked what I was up to,curious cuz ask
3200,ham,Nice.nice.how is it working?,nice.nice.how work
3201,ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,okay lor wah like def will not let haha term condition
3202,ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,haha yup hopefully   lose kg mon hip hop orchard weigh
3203,ham,She's good. How are you. Where r u working now,good r u work
3204,ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",oh yes little weather kind coccoone home
3205,ham,At home also.,home
3206,ham,This phone has the weirdest auto correct.,phone weird auto correct
3207,ham,Oops my phone died and I didn't even know. Yeah I like it better.,oops phone die know yeah like better
3208,ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,not mus ask u 1st wat meet 4 lunch den u n meet lor u wan 2 ask da ge 1st confirm w asap
3209,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",say u mind bedroom minute ok se sexy mood come 5 minuts latr wid cake n wife
3210,ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",oh yeah hav great time newquay send postcard 1 look girl be gone(u know 1im talkin bout!)xx
3211,ham,We got a divorce. Lol. She.s here,get divorce lol she.s
3212,ham,What's ur pin?,ur pin
3213,ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",babe get money pick bread milk home
3214,ham,I want snow. It's just freezing and windy.,want snow freeze windy
3215,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,urgent try contact u. today draw show win å£2000 prize guarantee 09066358361 land line claim y87 valid 12hrs
3216,ham,Come to mahal bus stop.. &lt;DECIMAL&gt;,come mahal bus stop lt;decimal&gt
3217,ham,Don know:)this week i'm going to tirunelvai da.,don know:)this week go tirunelvai da
3218,ham,Me too baby! I promise to treat you well! I bet you will take good care of me...,baby promise treat bet good care
3219,ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,like hotel dusk game think solve puzzle area thing
3220,spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",thank ringtone order reference number x29 mobile charge 4.50 tone arrive customer service 09065989180
3221,ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",hi love go day fuck morning wake drop cell way stair alright phews miss
3222,ham,Well that must be a pain to catch,pain catch
3223,ham,Sorry da thangam.it's my mistake.,sorry da thangam.it mistake
3224,ham,I need... Coz i never go before ,need coz
3225,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",rise red red blood blood heart heart u. u send tis ur friend include u like u 1-u r poor relation 2-u need 1 support 3-u r frnd 2 4-some1 luvs u 5 + some1 pray god marry u.:- try
3226,ham,Wife.how she knew the time of murder exactly,wife.how know time murder exactly
3227,spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","chance win cash 100 20,000 pound txt > csh11 send 87575 cost 150p day 6days 16 + tsandcs apply reply hl 4 info"
3228,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cash balance currently 500 pound maximize ur cash send collect 83600 150p msg cc 08718720201 po box 114/14 tcr w1
3229,ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",feel like dick sleep text facebook message sup town
3230,ham,No plm i will come da. On the way.,plm come da way
3231,ham,Guess he wants alone time. We could just show up and watch when they do..,guess want time watch
3232,ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),height recycling read twice- people spend time earn money money spend spend time!;- good morning smiling:-
3233,ham,Yup Ì_ not comin :-(,yup ì comin
3234,ham,"Yes, princess. Toledo.",yes princess toledo
3235,ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",aight text mu swing need somebody door
3236,ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ron fri leh n say ding tai feng not reservation say wait lor
3237,ham,Good. No swimsuit allowed :),good swimsuit allow
3238,ham,Am okay. Will soon be over. All the best,okay soon good
3239,ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,cute thought friendship \its necessary share secret ur close frnd
3240,ham,Ok i've sent u da latest version of da project.,ok send u da late version da project
3241,ham,Good Morning my Dear........... Have a great &amp; successful day.,good morning dear great amp successful day
3242,ham,Pls accept me for one day. Or am begging you change the number.,pls accept day beg change number
3243,ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,squeeeeeze christmas hug u lik frndshp den hug u 3 u r cute 6 u r luvd 9 u r lucky people hate u
3244,ham,"Its ok, if anybody asks abt me, u tel them..:-P",ok anybody ask abt u tel :-p
3245,ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",funny fact teach volcano 2 erupt tsunami 2 arise hurricane 2 sway aroundn 1 teach hw 2 choose wife natural disaster happen
3246,ham,* You gonna ring this weekend or wot?,go to ring weekend wot
3247,ham,Also track down any lighters you can find,track lighter find
3248,ham,"Sorry, I can't help you on this.",sorry help
3249,ham,"Babe, I need your advice",babe need advice
3250,ham,"IÛ÷ll leave around four, ok?",iû÷ll leave ok
3251,ham,Come to medical college at 7pm ......forward it da,come medical college 7 p.m. forward da
3252,ham,K:)k..its good:)when are you going?,k:)k good:)when go
3253,ham,I can make lasagna for you... vodka...,lasagna vodka
3254,ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,hi kate u ring asap xxx
3255,ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,people tour think sofa thing send curious sugar
3256,ham,"No, but you told me you were going, before you got drunk!",tell go get drunk
3257,ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,fuck chickene message late woould buzz hear word
3258,spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate","congratulation thank good friend u win å£2,000 xmas prize 2 claim easy 08718726978 10p minute bt national rate"
3259,ham,I'm always looking for an excuse to be in the city.,look excuse city
3260,ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,yup have coffee wif fren fren drive lift
3261,ham,O shore are you takin the bus,o shore takin bus
3262,ham,So u gonna get deus ex?,u go to deus ex
3263,ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,send email mind   lt;#&gt   times night
3264,spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",44 7732584351 want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile + 100 free text + free camcorder reply 08000930705
3265,ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,tap spile seven pub gas st broad st canal ok
3266,ham,Ok then i come n pick u at engin?,ok come n pick u engin
3267,ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,want tell short edge late
3268,ham,Raviyog Peripherals bhayandar east,raviyog peripherals bhayandar east
3269,ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,k actually guy meet sunoco howard right way
3270,spam,You have 1 new voicemail. Please call 08719181513.,1 new voicemail 08719181513
3271,ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",moon come color dream star musical sms warm peaceful sleep good night
3272,ham,Just finished eating. Got u a plate. NOT leftovers this time.,finish eat get u plate leftover time
3273,ham,Thanx a lot...,thanx lot
3274,ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,hurry home u big butt hang caller u food starve ask cook
3275,ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,lol right diet everyday cheat mean fatty
3276,ham,Its a great day. Do have yourself a beautiful one.,great day beautiful
3277,ham,What happened in interview?,happen interview
3278,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.","solve d case man find murder   lt;decimal&gt lt;#&gt   afternoon 1,his wife call police 2,police question 3,wife sir sleep murder take place 4.cook cook 5.gardener pick vegetable 6.house maid go 2 d post office 7.children go 2 play 8.neighbour go 2 marriage police arrest d murderer immediately reply reason u r brilliant"
3279,ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,badrith chennai:)i surely pick us:)no competition
3280,ham,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,tot group mate lucky not reply wat time ì need leave
3281,ham,Hey you around? I've got enough for a half + the ten I owe you,hey get half + owe
3282,ham,Hey tmr maybe can meet you at yck,hey tmr maybe meet yck
3283,ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,alrite sam nic checkin ur number it?t.b
3284,ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,make easy pay   lt;#&gt yr pay earlier
3285,ham,Not to worry. I'm sure you'll get it.,worry sure
3286,ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",gas station like block away house drive right armenia end swann howard
3287,spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",u know ask date service 2 contact not guess 09058097189 reveal pobox 6 ls15hb 150p
3288,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,camera award sipix digital camera 09061221066 fromm landline delivery 28 day
3289,ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,tuition 330 hm 1120 1205 mind
3290,ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",smoke people use \wylie smoke much\ justify ruin shit
3291,ham,Dear good morning how you feeling dear,dear good morning feel dear
3292,ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,little med 8 hour 5 pain take hope die
3293,ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",beautiful tomorrow come come today hunt beautiful tomorrow waste wonderful today goodmorning
3294,ham,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,dunno lei ì decide lor abt leona oops tot ben go n msg
3295,ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,hi move in2 pub great 2 c u u cud come
3296,spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,todays voda number end 5226 select receive 350 award hava match 08712300220 quote claim code 1131 standard rate app
3297,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,message free welcome new improved sex dogging club unsubscribe service reply stop msgs@150p 18
3298,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",honeybee say d sweet d world god laugh amp say wait u havnt meet d person read msg moral god crack joke gm+gn+ge+gn
3299,ham,Just do what ever is easier for you,easy
3300,spam,RCT' THNQ Adrian for U text. Rgds Vatian,rct thnq adrian u text rgds vatian
3301,ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,stop call say cancer throat hurt talk answer everyone call babysitte monday
3302,ham,"It'll be tough, but I'll do what I have to",tough
3303,ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,be gonnamissu much!!i il send u postcard butthere aboutas chance merememberin asthere ofsi breakin contract luv yaxx
3304,ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,ee msg na poortiyagi odalebeku hanumanji 7 1-hanuman 2-bajarangabali 3-maruti 4-pavanaputra 5-sankatmochan 6-ramaduth 7-mahaveer ee 7   lt;#&gt   janarige ivatte kalisidare saturday olage ondu good news keluviri maretare inde 1 dodda problum nalli siguviri idu matra   lt;#&gt true neglet
3305,ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,hi darlin finish 3 u 1 2 pick meet text number luv kate xxx
3306,ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",set place heart mind mind easily forget heart remember wish happy valentines day
